2,38,Χλωρίδα και πανίδα,Σχετικά με τη χώρα
3,1,Wallpapers,Κάρτες & Wallpapers
3,2,Αποστολή ηλεκτρονικής κάρτας,Πράγματα να κάνεις
3,3,Διάρκεια και απόσταση ταξιδιών,Οργάνωση ταξιδιού
3,4,Οδήγηση,Μετακινήσεις
3,5,Ενοικίαση αυτοκινήτου,Μετακινήσεις
3,6,Μέσα Μαζικής Μεταφοράς,Μετακινήσεις
3,7,Τοποθεσίες στον χάρτη,Σχετικά με τη χώρα
3,8,Νησιά για να επισκεφτείς,Οργάνωση ταξιδιού
3,9,Πόλεις για να επισκεφτείς,Οργάνωση ταξιδιού
3,10,Προγνωστικά καιρού,Καιρός
3,11,Κλίμα και καιρός,Καιρός
3,12,Μείνετε ασφαλείς,Υγεία και ασφάλεια
3,13,Άτομα με ειδικές ανάγκες,Υγεία και ασφάλεια
3,14,Θέματα υγείας,Υγεία και ασφάλεια
3,15,Χρήσιμοι τηλεφωνικοί αριθμοί,Σχετικά με τη χώρα
3,16,Επιλογές διαμονής,Οργάνωση ταξιδιού
3,17,Κέντρα επισκεπτών,Μέρη για επίσκεψη
3,18,Τουριστικά γραφεία,Οργάνωση ταξιδιού
3,19,"Φτάνοντας (δρομολόγια πλοίων, πτήσεις)",Μετακινήσεις
3,20,Οργανωτής ταξιδιού,Οργάνωση ταξιδιού
3,21,Γεωγραφία και γεωλογία,Σχετικά με τη χώρα
3,22,Αθλητικές δραστηριότητες,Πράγματα να κάνεις
3,23,Αξιοθέατα,Μέρη για επίσκεψη
3,24,Κουζίνα,Υγεία και ασφάλεια
3,25,Διασκέδαση,Πράγματα να κάνεις
3,26,Ψώνια,Πράγματα να κάνεις
3,27,Ποτό,Πράγματα να κάνεις
3,28,Ημερολόγιο εκδηλώσεων,Σχετικά με τη χώρα
3,29,Γιορτές και φεστιβάλ,Μέρη για επίσκεψη
3,30,Ντόπιοι κάτοικοι,Οργάνωση ταξιδιού
3,31,Τέχνες,Πράγματα να κάνεις
3,32,Αποικισμός,Σχετικά με τη χώρα
3,33,Επίσημη ίδρυση,Υγεία και ασφάλεια
3,34,"Σύντομες πληροφορίες (νόμισμα, σημαία, γλώσσες, ζώνη ώρας)",Σχετικά με τη χώρα
3,35,Άνθρωποι και συμπεριφορά,Σχετικά με τη χώρα
3,36,Συχνές εκφράσεις,Οργάνωση ταξιδιού
3,37,Λεξικά τσέπης,Οργάνωση ταξιδιού
3,38,Χλωρίδα και πανίδα,Σχετικά με τη χώρα
4,1,Wallpapers,Κάρτες & Wallpapers
4,2,Αποστολή ηλεκτρονικής κάρτας,Πράγματα να κάνεις
4,3,Διάρκεια και απόσταση ταξιδιών,Μετακινήσεις
4,4,Οδήγηση,Οργάνωση ταξιδιού
4,5,Ενοικίαση αυτοκινήτου,Μετακινήσεις
4,6,Μέσα Μαζικής Μεταφοράς,Μετακινήσεις
4,7,Τοποθεσίες στον χάρτη,Οργάνωση ταξιδιού
4,8,Νησιά για να επισκεφτείς,Σχετικά με τη χώρα
4,9,Πόλεις για να επισκεφτείς,Οργάνωση ταξιδιού
4,10,Προγνωστικά καιρού,Καιρός
4,11,Κλίμα και καιρός,Καιρός
4,12,Μείνετε ασφαλείς,Υγεία και ασφάλεια
4,13,Άτομα με ειδικές ανάγκες,Υγεία και ασφάλεια
4,14,Θέματα υγείας,Υγεία και ασφάλεια
4,15,Χρήσιμοι τηλεφωνικοί αριθμοί,Οργάνωση ταξιδιού
4,16,Επιλογές διαμονής,Οργάνωση ταξιδιού
4,17,Κέντρα επισκεπτών,Πράγματα να κάνεις
4,18,Τουριστικά γραφεία,Σχετικά με τη χώρα
4,19,"Φτάνοντας (δρομολόγια πλοίων, πτήσεις)",Μετακινήσεις
4,20,Οργανωτής ταξιδιού,Οργάνωση ταξιδιού
4,21,Γεωγραφία και γεωλογία,Σχετικά με τη χώρα
4,22,Αθλητικές δραστηριότητες,Πράγματα να κάνεις
4,23,Αξιοθέατα,Σχετικά με τη χώρα
4,24,Κουζίνα,Υγεία και ασφάλεια
4,25,Διασκέδαση,Πράγματα να κάνεις
4,26,Ψώνια,Πράγματα να κάνεις
4,27,Ποτό,Πράγματα να κάνεις
4,28,Ημερολόγιο εκδηλώσεων,Οργάνωση ταξιδιού
4,29,Γιορτές και φεστιβάλ,Μέρη για επίσκεψη
4,30,Ντόπιοι κάτοικοι,Σχετικά με τη χώρα
4,31,Τέχνες,Πράγματα να κάνεις
4,32,Αποικισμός,Μέρη για επίσκεψη
4,33,Επίσημη ίδρυση,Σχετικά με τη χώρα
4,34,"Σύντομες πληροφορίες (νόμισμα, σημαία, γλώσσες, ζώνη ώρας)",Σχετικά με τη χώρα
4,35,Άνθρωποι και συμπεριφορά,Σχετικά με τη χώρα
4,36,Συχνές εκφράσεις,Σχετικά με τη χώρα
4,37,Λεξικά τσέπης,Οργάνωση ταξιδιού
4,38,Χλωρίδα και πανίδα,Σχετικά με τη χώρα
5,1,Wallpapers,Κάρτες & Wallpapers
5,2,Αποστολή ηλεκτρονικής κάρτας,Κάρτες & Wallpapers
5,3,Διάρκεια και απόσταση ταξιδιών,Οργάνωση ταξιδιού
5,4,Οδήγηση,Μετακινήσεις
5,5,Ενοικίαση αυτοκινήτου,Οργάνωση ταξιδιού
5,6,Μέσα Μαζικής Μεταφοράς,Μετακινήσεις
5,7,Τοποθεσίες στον χάρτη,Μέρη για επίσκεψη
5,8,Νησιά για να επισκεφτείς,Οργάνωση ταξιδιού
5,9,Πόλεις για να επισκεφτείς,Οργάνωση ταξιδιού
5,10,Προγνωστικά καιρού,Καιρός
5,11,Κλίμα και καιρός,Καιρός
5,12,Μείνετε ασφαλείς,Υγεία και ασφάλεια
5,13,Άτομα με ειδικές ανάγκες,Σχετικά με τη χώρα
5,14,Θέματα υγείας,Υγεία και ασφάλεια
5,15,Χρήσιμοι τηλεφωνικοί αριθμοί,Κάρτες & Wallpapers
5,16,Επιλογές διαμονής,Οργάνωση ταξιδιού
5,17,Κέντρα επισκεπτών,Οργάνωση ταξιδιού
5,18,Τουριστικά γραφεία,Οργάνωση ταξιδιού
5,19,"Φτάνοντας (δρομολόγια πλοίων, πτήσεις)",Οργάνωση ταξιδιού
5,20,Οργανωτής ταξιδιού,Οργάνωση ταξιδιού
5,21,Γεωγραφία και γεωλογία,Μέρη για επίσκεψη
5,22,Αθλητικές δραστηριότητες,Πράγματα να κάνεις
5,23,Αξιοθέατα,Μέρη για επίσκεψη
5,24,Κουζίνα,Πράγματα να κάνεις
5,25,Διασκέδαση,Πράγματα να κάνεις
5,26,Ψώνια,Πράγματα να κάνεις
5,27,Ποτό,Πράγματα να κάνεις
5,28,Ημερολόγιο εκδηλώσεων,Πράγματα να κάνεις
5,29,Γιορτές και φεστιβάλ,Πράγματα να κάνεις
5,30,Ντόπιοι κάτοικοι,Σχετικά με τη χώρα
5,31,Τέχνες,Σχετικά με τη χώρα
5,32,Αποικισμός,Σχετικά με τη χώρα
5,33,Επίσημη ίδρυση,Σχετικά με τη χώρα
5,34,"Σύντομες πληροφορίες (νόμισμα, σημαία, γλώσσες, ζώνη ώρας)",Κάρτες & Wallpapers
5,35,Άνθρωποι και συμπεριφορά,Σχετικά με τη χώρα
5,36,Συχνές εκφράσεις,Σχετικά με τη χώρα
5,37,Λεξικά τσέπης,Πράγματα να κάνεις
5,38,Χλωρίδα και πανίδα,Καιρός
6,1,Wallpapers,Κάρτες & Wallpapers
6,2,Αποστολή ηλεκτρονικής κάρτας,Κάρτες & Wallpapers
6,3,Διάρκεια και απόσταση ταξιδιών,Οργάνωση ταξιδιού
6,4,Οδήγηση,Μετακινήσεις
6,5,Ενοικίαση αυτοκινήτου,Μετακινήσεις
6,6,Μέσα Μαζικής Μεταφοράς,Μετακινήσεις
6,7,Τοποθεσίες στον χάρτη,Οργάνωση ταξιδιού
6,8,Νησιά για να επισκεφτείς,Μέρη για επίσκεψη
6,9,Πόλεις για να επισκεφτείς,Μέρη για επίσκεψη
6,10,Προγνωστικά καιρού,Καιρός
6,11,Κλίμα και καιρός,Καιρός
6,12,Μείνετε ασφαλείς,Υγεία και ασφάλεια
6,13,Άτομα με ειδικές ανάγκες,Μετακινήσεις
6,14,Θέματα υγείας,Υγεία και ασφάλεια
6,15,Χρήσιμοι τηλεφωνικοί αριθμοί,Οργάνωση ταξιδιού
6,16,Επιλογές διαμονής,Οργάνωση ταξιδιού
6,17,Κέντρα επισκεπτών,Οργάνωση ταξιδιού
6,18,Τουριστικά γραφεία,Οργάνωση ταξιδιού
6,19,"Φτάνοντας (δρομολόγια πλοίων, πτήσεις)",Οργάνωση ταξιδιού
6,20,Οργανωτής ταξιδιού,Οργάνωση ταξιδιού
6,21,Γεωγραφία και γεωλογία,Σχετικά με τη χώρα
6,22,Αθλητικές δραστηριότητες,Πράγματα να κάνεις
6,23,Αξιοθέατα,Μέρη για επίσκεψη
6,24,Κουζίνα,Σχετικά με τη χώρα
6,25,Διασκέδαση,Πράγματα να κάνεις
6,26,Ψώνια,Πράγματα να κάνεις
6,27,Ποτό,Πράγματα να κάνεις
6,28,Ημερολόγιο εκδηλώσεων,Οργάνωση ταξιδιού
6,29,Γιορτές και φεστιβάλ,Μέρη για επίσκεψη
6,30,Ντόπιοι κάτοικοι,Σχετικά με τη χώρα
6,31,Τέχνες,Σχετικά με τη χώρα
6,32,Αποικισμός,Σχετικά με τη χώρα
6,33,Επίσημη ίδρυση,Σχετικά με τη χώρα
6,34,"Σύντομες πληροφορίες (νόμισμα, σημαία, γλώσσες, ζώνη ώρας)",Σχετικά με τη χώρα
6,35,Άνθρωποι και συμπεριφορά,Σχετικά με τη χώρα
6,36,Συχνές εκφράσεις,Σχετικά με τη χώρα
6,37,Λεξικά τσέπης,Οργάνωση ταξιδιού
6,38,Χλωρίδα και πανίδα,Σχετικά με τη χώρα
7,1,Wallpapers,Κάρτες & Wallpapers
7,2,Αποστολή ηλεκτρονικής κάρτας,Κάρτες & Wallpapers
7,3,Διάρκεια και απόσταση ταξιδιών,Οργάνωση ταξιδιού
7,4,Οδήγηση,Μετακινήσεις
7,5,Ενοικίαση αυτοκινήτου,Οργάνωση ταξιδιού
7,6,Μέσα Μαζικής Μεταφοράς,Μετακινήσεις
7,7,Τοποθεσίες στον χάρτη,Σχετικά με τη χώρα
7,8,Νησιά για να επισκεφτείς,Μέρη για επίσκεψη
7,9,Πόλεις για να επισκεφτείς,Μέρη για επίσκεψη
7,10,Προγνωστικά καιρού,Καιρός
7,11,Κλίμα και καιρός,Καιρός
7,12,Μείνετε ασφαλείς,Υγεία και ασφάλεια
7,13,Άτομα με ειδικές ανάγκες,Μετακινήσεις
7,14,Θέματα υγείας,Υγεία και ασφάλεια
7,15,Χρήσιμοι τηλεφωνικοί αριθμοί,Υγεία και ασφάλεια
7,16,Επιλογές διαμονής,Οργάνωση ταξιδιού
7,17,Κέντρα επισκεπτών,Υγεία και ασφάλεια
7,18,Τουριστικά γραφεία,Οργάνωση ταξιδιού
7,19,"Φτάνοντας (δρομολόγια πλοίων, πτήσεις)",Οργάνωση ταξιδιού
7,20,Οργανωτής ταξιδιού,Οργάνωση ταξιδιού
7,21,Γεωγραφία και γεωλογία,Σχετικά με τη χώρα
7,22,Αθλητικές δραστηριότητες,Καιρός
7,23,Αξιοθέατα,Οργάνωση ταξιδιού
7,24,Κουζίνα,Υγεία και ασφάλεια
7,25,Διασκέδαση,Πράγματα να κάνεις
7,26,Ψώνια,Οργάνωση ταξιδιού
7,27,Ποτό,Πράγματα να κάνεις
7,28,Ημερολόγιο εκδηλώσεων,Οργάνωση ταξιδιού
7,29,Γιορτές και φεστιβάλ,Πράγματα να κάνεις
7,30,Ντόπιοι κάτοικοι,Σχετικά με τη χώρα
7,31,Τέχνες,Μέρη για επίσκεψη
7,32,Αποικισμός,Σχετικά με τη χώρα
7,33,Επίσημη ίδρυση,Μέρη για επίσκεψη
7,34,"Σύντομες πληροφορίες (νόμισμα, σημαία, γλώσσες, ζώνη ώρας)",Οργάνωση ταξιδιού
7,35,Άνθρωποι και συμπεριφορά,Καιρός
7,36,Συχνές εκφράσεις,Οργάνωση ταξιδιού
7,37,Λεξικά τσέπης,Οργάνωση ταξιδιού
7,38,Χλωρίδα και πανίδα,Οργάνωση ταξιδιού
8,1,Wallpapers,Κάρτες & Wallpapers
8,2,Αποστολή ηλεκτρονικής κάρτας,Οργάνωση ταξιδιού
8,3,Διάρκεια και απόσταση ταξιδιών,Μετακινήσεις
8,4,Οδήγηση,Οργάνωση ταξιδιού
8,5,Ενοικίαση αυτοκινήτου,Οργάνωση ταξιδιού
8,6,Μέσα Μαζικής Μεταφοράς,Μετακινήσεις
8,7,Τοποθεσίες στον χάρτη,Μετακινήσεις
8,8,Νησιά για να επισκεφτείς,Σχετικά με τη χώρα
8,9,Πόλεις για να επισκεφτείς,Μετακινήσεις
8,10,Προγνωστικά καιρού,Καιρός
8,11,Κλίμα και καιρός,Καιρός
8,12,Μείνετε ασφαλείς,Υγεία και ασφάλεια
8,13,Άτομα με ειδικές ανάγκες,Υγεία και ασφάλεια
8,14,Θέματα υγείας,Υγεία και ασφάλεια
8,15,Χρήσιμοι τηλεφωνικοί αριθμοί,Υγεία και ασφάλεια
8,16,Επιλογές διαμονής,Οργάνωση ταξιδιού
8,17,Κέντρα επισκεπτών,Μετακινήσεις
8,18,Τουριστικά γραφεία,Οργάνωση ταξιδιού
8,19,"Φτάνοντας (δρομολόγια πλοίων, πτήσεις)",Κάρτες & Wallpapers
8,20,Οργανωτής ταξιδιού,Οργάνωση ταξιδιού
8,21,Γεωγραφία και γεωλογία,Μετακινήσεις
8,22,Αθλητικές δραστηριότητες,Μέρη για επίσκεψη
8,23,Αξιοθέατα,Μέρη για επίσκεψη
8,24,Κουζίνα,Μέρη για επίσκεψη
8,25,Διασκέδαση,Πράγματα να κάνεις
8,26,Ψώνια,Πράγματα να κάνεις
8,27,Ποτό,Πράγματα να κάνεις
8,28,Ημερολόγιο εκδηλώσεων,Οργάνωση ταξιδιού
8,29,Γιορτές και φεστιβάλ,Σχετικά με τη χώρα
8,30,Ντόπιοι κάτοικοι,Σχετικά με τη χώρα
8,31,Τέχνες,Σχετικά με τη χώρα
8,32,Αποικισμός,Σχετικά με τη χώρα
8,33,Επίσημη ίδρυση,Σχετικά με τη χώρα
8,34,"Σύντομες πληροφορίες (νόμισμα, σημαία, γλώσσες, ζώνη ώρας)",Κάρτες & Wallpapers
8,35,Άνθρωποι και συμπεριφορά,Σχετικά με τη χώρα
8,36,Συχνές εκφράσεις,Οργάνωση ταξιδιού
8,37,Λεξικά τσέπης,Κάρτες & Wallpapers
8,38,Χλωρίδα και πανίδα,Καιρός
9,1,Wallpapers,Κάρτες & Wallpapers
9,2,Αποστολή ηλεκτρονικής κάρτας,Κάρτες & Wallpapers
9,3,Διάρκεια και απόσταση ταξιδιών,Μετακινήσεις
9,4,Οδήγηση,Μετακινήσεις
9,5,Ενοικίαση αυτοκινήτου,Μετακινήσεις
9,6,Μέσα Μαζικής Μεταφοράς,Μετακινήσεις
9,7,Τοποθεσίες στον χάρτη,Μέρη για επίσκεψη
9,8,Νησιά για να επισκεφτείς,Μέρη για επίσκεψη
9,9,Πόλεις για να επισκεφτείς,Μέρη για επίσκεψη
9,10,Προγνωστικά καιρού,Καιρός
9,11,Κλίμα και καιρός,Καιρός
9,12,Μείνετε ασφαλείς,Υγεία και ασφάλεια
9,13,Άτομα με ειδικές ανάγκες,Υγεία και ασφάλεια
9,14,Θέματα υγείας,Υγεία και ασφάλεια
9,15,Χρήσιμοι τηλεφωνικοί αριθμοί,Σχετικά με τη χώρα
9,16,Επιλογές διαμονής,Οργάνωση ταξιδιού
9,17,Κέντρα επισκεπτών,Μέρη για επίσκεψη
9,18,Τουριστικά γραφεία,Οργάνωση ταξιδιού
9,19,"Φτάνοντας (δρομολόγια πλοίων, πτήσεις)",Μετακινήσεις
9,20,Οργανωτής ταξιδιού,Οργάνωση ταξιδιού
9,21,Γεωγραφία και γεωλογία,Μέρη για επίσκεψη
9,22,Αθλητικές δραστηριότητες,Πράγματα να κάνεις
9,23,Αξιοθέατα,Μέρη για επίσκεψη
9,24,Κουζίνα,Πράγματα να κάνεις
9,25,Διασκέδαση,Πράγματα να κάνεις
9,26,Ψώνια,Οργάνωση ταξιδιού
9,27,Ποτό,Πράγματα να κάνεις
9,28,Ημερολόγιο εκδηλώσεων,Πράγματα να κάνεις
9,29,Γιορτές και φεστιβάλ,Πράγματα να κάνεις
9,30,Ντόπιοι κάτοικοι,Υγεία και ασφάλεια
9,31,Τέχνες,Πράγματα να κάνεις
9,32,Αποικισμός,Υγεία και ασφάλεια
9,33,Επίσημη ίδρυση,Οργάνωση ταξιδιού
9,34,"Σύντομες πληροφορίες (νόμισμα, σημαία, γλώσσες, ζώνη ώρας)",Σχετικά με τη χώρα
9,35,Άνθρωποι και συμπεριφορά,Υγεία και ασφάλεια
9,36,Συχνές εκφράσεις,Σχετικά με τη χώρα
9,37,Λεξικά τσέπης,Οργάνωση ταξιδιού
9,38,Χλωρίδα και πανίδα,Μέρη για επίσκεψη
10,1,Wallpapers,Κάρτες & Wallpapers
10,2,Αποστολή ηλεκτρονικής κάρτας,Κάρτες & Wallpapers
10,3,Διάρκεια και απόσταση ταξιδιών,Μετακινήσεις
10,4,Οδήγηση,Μετακινήσεις
10,5,Ενοικίαση αυτοκινήτου,Μετακινήσεις
10,6,Μέσα Μαζικής Μεταφοράς,Μετακινήσεις
10,7,Τοποθεσίες στον χάρτη,Μετακινήσεις
10,8,Νησιά για να επισκεφτείς,Μέρη για επίσκεψη
10,9,Πόλεις για να επισκεφτείς,Μέρη για επίσκεψη
10,10,Προγνωστικά καιρού,Καιρός
10,11,Κλίμα και καιρός,Καιρός
10,12,Μείνετε ασφαλείς,Υγεία και ασφάλεια
10,13,Άτομα με ειδικές ανάγκες,Σχετικά με τη χώρα
10,14,Θέματα υγείας,Υγεία και ασφάλεια
10,15,Χρήσιμοι τηλεφωνικοί αριθμοί,Σχετικά με τη χώρα
10,16,Επιλογές διαμονής,Οργάνωση ταξιδιού
10,17,Κέντρα επισκεπτών,Οργάνωση ταξιδιού
10,18,Τουριστικά γραφεία,Οργάνωση ταξιδιού
10,19,"Φτάνοντας (δρομολόγια πλοίων, πτήσεις)",Μετακινήσεις
10,20,Οργανωτής ταξιδιού,Οργάνωση ταξιδιού
10,21,Γεωγραφία και γεωλογία,Σχετικά με τη χώρα
10,22,Αθλητικές δραστηριότητες,Πράγματα να κάνεις
10,23,Αξιοθέατα,Μέρη για επίσκεψη
10,24,Κουζίνα,Σχετικά με τη χώρα
10,25,Διασκέδαση,Μέρη για επίσκεψη
10,26,Ψώνια,Οργάνωση ταξιδιού
10,27,Ποτό,Μέρη για επίσκεψη
10,28,Ημερολόγιο εκδηλώσεων,Πράγματα να κάνεις
10,29,Γιορτές και φεστιβάλ,Πράγματα να κάνεις
10,30,Ντόπιοι κάτοικοι,Σχετικά με τη χώρα
10,31,Τέχνες,Σχετικά με τη χώρα
10,32,Αποικισμός,Σχετικά με τη χώρα
10,33,Επίσημη ίδρυση,Σχετικά με τη χώρα
10,34,"Σύντομες πληροφορίες (νόμισμα, σημαία, γλώσσες, ζώνη ώρας)",Σχετικά με τη χώρα
10,35,Άνθρωποι και συμπεριφορά,Σχετικά με τη χώρα
10,36,Συχνές εκφράσεις,Σχετικά με τη χώρα
10,37,Λεξικά τσέπης,Οργάνωση ταξιδιού
10,38,Χλωρίδα και πανίδα,Σχετικά με τη χώρα
11,1,Wallpapers,Κάρτες & Wallpapers
11,2,Αποστολή ηλεκτρονικής κάρτας,Κάρτες & Wallpapers
11,3,Διάρκεια και απόσταση ταξιδιών,Μετακινήσεις
11,4,Οδήγηση,Μετακινήσεις
11,5,Ενοικίαση αυτοκινήτου,Μετακινήσεις
11,6,Μέσα Μαζικής Μεταφοράς,Μετακινήσεις
11,7,Τοποθεσίες στον χάρτη,Μετακινήσεις
11,8,Νησιά για να επισκεφτείς,Μέρη για επίσκεψη
11,9,Πόλεις για να επισκεφτείς,Μέρη για επίσκεψη
11,10,Προγνωστικά καιρού,Καιρός
11,11,Κλίμα και καιρός,Καιρός
11,12,Μείνετε ασφαλείς,Υγεία και ασφάλεια
11,13,Άτομα με ειδικές ανάγκες,Υγεία και ασφάλεια
11,14,Θέματα υγείας,Υγεία και ασφάλεια
11,15,Χρήσιμοι τηλεφωνικοί αριθμοί,Υγεία και ασφάλεια
11,16,Επιλογές διαμονής,Οργάνωση ταξιδιού
11,17,Κέντρα επισκεπτών,Μέρη για επίσκεψη
11,18,Τουριστικά γραφεία,Οργάνωση ταξιδιού
11,19,"Φτάνοντας (δρομολόγια πλοίων, πτήσεις)",Οργάνωση ταξιδιού
11,20,Οργανωτής ταξιδιού,Οργάνωση ταξιδιού
11,21,Γεωγραφία και γεωλογία,Καιρός
11,22,Αθλητικές δραστηριότητες,Πράγματα να κάνεις
11,23,Αξιοθέατα,Πράγματα να κάνεις
11,24,Κουζίνα,Σχετικά με τη χώρα
11,25,Διασκέδαση,Πράγματα να κάνεις
11,26,Ψώνια,Πράγματα να κάνεις
11,27,Ποτό,Πράγματα να κάνεις
11,28,Ημερολόγιο εκδηλώσεων,Οργάνωση ταξιδιού
11,29,Γιορτές και φεστιβάλ,Πράγματα να κάνεις
11,30,Ντόπιοι κάτοικοι,Σχετικά με τη χώρα
11,31,Τέχνες,Πράγματα να κάνεις
11,32,Αποικισμός,Σχετικά με τη χώρα
11,33,Επίσημη ίδρυση,Σχετικά με τη χώρα
11,34,"Σύντομες πληροφορίες (νόμισμα, σημαία, γλώσσες, ζώνη ώρας)",Σχετικά με τη χώρα
11,35,Άνθρωποι και συμπεριφορά,Σχετικά με τη χώρα
11,36,Συχνές εκφράσεις,Σχετικά με τη χώρα
11,37,Λεξικά τσέπης,Οργάνωση ταξιδιού
11,38,Χλωρίδα και πανίδα,Καιρός
12,1,Wallpapers,Κάρτες & Wallpapers
12,2,Αποστολή ηλεκτρονικής κάρτας,Κάρτες & Wallpapers
12,3,Διάρκεια και απόσταση ταξιδιών,Μετακινήσεις
12,4,Οδήγηση,Μετακινήσεις
12,5,Ενοικίαση αυτοκινήτου,Μετακινήσεις
12,6,Μέσα Μαζικής Μεταφοράς,Μετακινήσεις
12,7,Τοποθεσίες στον χάρτη,Μέρη για επίσκεψη
12,8,Νησιά για να επισκεφτείς,Μέρη για επίσκεψη
12,9,Πόλεις για να επισκεφτείς,Μέρη για επίσκεψη
12,10,Προγνωστικά καιρού,Καιρός
12,11,Κλίμα και καιρός,Καιρός
12,12,Μείνετε ασφαλείς,Υγεία και ασφάλεια
12,13,Άτομα με ειδικές ανάγκες,Υγεία και ασφάλεια
12,14,Θέματα υγείας,Υγεία και ασφάλεια
12,15,Χρήσιμοι τηλεφωνικοί αριθμοί,Υγεία και ασφάλεια
